parameter_name,procedure_name,f_n,m_n,f_intercept,f_intercept_se,f_slope,f_slope_se,m_intercept,m_intercept_se,m_slope,m_slope_se,fm_diff_int,fm_diff_int_se,fm_diff_int_p,fm_diff_slope,fm_diff_slope_se,fm_diff_slope_p,f_sd,m_sd,r_m,r_c,Category,parameter_group,lnVR,VlnVR,low_lnVR,high_lnVR,t_val_sd,p_val_sd,Zr,VZr,SMD,v_SMD,lnRR,v_lnRR
cd8 cd44+cd62l+ t cells,Immunophenotyping,686,685,9.016644841534674,0.2236296281209939,0.00803393222453791,0.02630779366112369,9.044268722111571,0.22349671632421067,0.01201882395376162,0.02671019475231405,-0.02762388054611159,0.03049925161527648,0.36528475243090663,-0.00398489172469163,0.02790112500373914,0.8864575293675738,0.28881638,0.3512879416562642,0.02720945900862825,0.9105327811291696,Immunology,cd8 t,-0.19581618431096923,0.00146520225158113,-0.19868792795413528,-0.19294444066780325,-5.115637884525756,3.570979520972628e-7,0.02721617687629717,7.309941520467836e-4,-0.034155222734638495,0.002918005410420936,-0.02256496349249926,0.0012709217750147585
cd8 effector,FACS,300,298,7.349443591994805,0.05624145192202398,0.04143757934102162,0.03717437313290448,7.209365280661023,0.06454180168866226,0.080671582871769107,0.05024203488507503,0.1400783113439061,0.06407764753728051,0.02926968841131327,-0.03923400351254565,0.06112726853968237,0.5212680550621344,0.3585878,0.5120033169011006,0.08546620540010115,0.67108003698459,Immunology,cd8 t,-0.35616897751295307,0.00337841693773897,-0.36279055303568153,-0.3495474019902246,-6.127727819665149,1.620873213425966e-9,0.08567521737664326,0.00168067226890756,0.048917143096916214,0.0066910387728657,0.033219177125846176,0.0030635166334622745
cd8 naive,FACS,300,298,10.05409245021168,0.0716774276203732,0.0182919163604155,0.05232064619549365,9.90168990218863,0.08281720289945345,0.05497106061299734,0.06839780631735266,0.15240254802499376,0.08809673682446933,0.08425221581713377,-0.03667914424998048,0.08433079816476995,0.6637895135767236,0.5113149,0.700552969713777,0.07672668916355257,0.5929039607875428,Immunology,cd8 t,-0.31489575043089385,0.00337841693773897,-0.3215173259536223,-0.3082741749081654,-5.417640423609176,8.77468355753308e-8,0.07687778617893495,0.00168067226890756,0.3377018797269483,0.0067843913419981,0.11571927556888834,7.857123701089577e-4
cd8 nkt cells,Immunophenotyping,687,686,6.0249622220373835,0.2916676158551488,0.02497983606807357,0.03433038858480701,6.061990884308314,0.2914317631308425,-0.00590635224577403,0.03399542527488142,-0.03702866214039951,0.03191234754607194,0.24617335177606825,0.03088618782849934,0.02989646080313867,0.3017859715452493,0.3168397816,0.3431003743296464,0.02827787082295508,0.9434453606518464,Immunology,cd8 nkt,-0.07962788586649037,0.00146305857371589,-0.08249542797824606,-0.07676034375473469,-2.0817775872330326,0.03754791209884489,0.02828541179446582,7.2992700729927e-4,-0.033208333628800726,0.0029137316231486027,-0.027234291929673003,0.001953379825680587
cd8 resting,FACS,300,298,8.882697498096196,0.0625541713906942,0.02761003792550308,0.04712084258677684,8.844427607263455,0.06982019844483703,0.11073394899772344,0.05772716534628919,0.03826989083269511,0.07625527427301455,0.6159813037360009,-0.08312391107220271,0.07294696600911656,0.2550311234628559,0.4644633,0.5884540687803096,0.08816935137318427,0.5863870699767826,Immunology,cd8 t,-0.23662774382864463,0.00337841693773897,-0.24324931935137312,-0.23000616830591616,-4.071074406559317,5.311062572666003e-5,0.08839889430125478,0.00168067226890756,-0.14231407719245256,0.00670597222577404,-0.05945288939749977,0.0011613007353826455
cd8 t cells,Immunophenotyping,689,688,10.338909187903488,0.1702640043236393,-0.01236889808844649,0.02069594025025633,10.351741753945102,0.1701703513105123,-0.01768069313223446,0.02063118781060069,-0.01283256614553951,0.02775250756431156,0.6438923751658467,0.00531179495680006,0.02462099035158846,0.8292290654160991,0.2664379233,0.32913648495748055,0.02295226202128669,0.8659405407901581,Immunology,cd8 t,-0.21133229340389992,0.0014587899810602,-0.2141914692277858,-0.20847311758001405,-5.533112241086774,3.7618923753868216e-8,0.02295629376138586,7.27802037845706e-4,0.05134051234371236,0.002905824280077038,0.027676872563464006,8.430612738282552e-4
cd8 t cells total,FACS,300,298,10.466285524489514,0.04261577507059766,0.02280124769953036,0.03143855822104346,10.313695375636753,0.05655456005292807,0.07390687614815536,0.04968165029289818,0.1525901488527441,0.05990087311027134,0.01114953190387762,-0.05110562844864238,0.05781095810110587,0.3771107876938256,0.3042686,0.5210246544512561,0.110533347448556,0.5370234928152591,Immunology,cd8 t,-0.5378979116731011,0.00337841693773897,-0.5445194871958295,-0.5312763361503726,-9.25429278123802,0,0.11098682790272268,0.00168067226890756,0.24226658858977845,0.006738112529603296,0.07081451862707759,5.728790836829072e-4
cdc cd11b type,FACS,186,180,8.304000006527968,0.08316242126775954,0.04747074735001045,0.03720630550937876,8.272448305868682,0.09180301952015854,0.00443930133711908,0.05415084483243648,0.03155170065924122,0.07045000753339298,0.6545684718754292,0.04303144601285929,0.06478589153628915,0.5070511463698018,0.2736622,0.39105112194743785,0.03669460715952489,0.8497993626405069,Immunology,cdcs,-0.3570364173352615,0.00555709919422061,-0.3679281316144504,-0.34614470305607253,-4.789480853337097,2.437695022283748e-6,0.03671109016997996,0.00275482093663911,-0.10219230314064393,0.010946166399529505,-0.04323959078357014,0.0019466971816927351
cdc cd8a type,FACS,186,180,8.56155930628275,0.13659809464096287,0.03582643825386401,0.05504587612676632,8.442707586862634,0.1445239592196925,0.01267511244565959,0.07266088000136184,0.11885171942014729,0.09815743763582271,0.22688683130539833,0.02315132580821503,0.08975758826743616,0.7966313310984021,0.40664,0.5192868916308625,0.04513029499534837,0.8904095547674202,Immunology,cdcs,-0.24462085333061795,0.00555709919422061,-0.2555125676098069,-0.233729139051429,-3.2814772848614595,0.0011324922318332,0.04516097210498471,0.00275482093663911,0.03898128906316367,0.010933975517119447,0.026298401660441364,0.004904405768970157
cdcs,Immunophenotyping,749,752,8.698190594027759,0.2495776125370241,0.00197785296425348,0.02124270211764626,8.872532626262545,0.2496658516694188,-0.02996511740532193,0.02239489211215851,-0.17434203226029704,0.02261320271057845,2.6572941694828683e-14,0.03194297039296943,0.02071864305964364,0.12340131117441532,0.20410530227249007,0.286111948,0.09344535462708473,0.9562888783513104,Immunology,cdcs,-0.3377444279858771,0.00133779802918636,-0.3403664639416711,-0.33512239203008315,-9.23406478056212,0,0.09371877793541152,6.675567423230974e-4,-0.1780916409810226,0.0026754658861062406,-0.13444777665587923,0.001503973753376387
dc total,FACS,186,180,9.1767356064974,0.10625377987033188,0.03953468998791691,0.04217340191798451,9.10050491609672,0.1140207146010262,0.00534738648793052,0.0593936197616769,0.07623069040071094,0.07832277816650793,0.3311710241018333,0.03418730350001379,0.07177752165561298,0.6342005432812492,0.3101216,0.42652567791134294,0.03813503612555966,0.8854988858629832,Immunology,dc total,-0.31880071093142226,0.00555709919422061,-0.3296924252106112,-0.3079089966522333,-4.276566274197552,2.4281805453441052e-5,0.03815353862551868,0.00275482093663911,-0.002820432600005418,0.01093191050884489,-0.0014708907526192337,0.002949469658846503
dn cd25- nkt cells,Immunophenotyping,607,603,6.328327332839238,0.5762642672547865,0.03749594946029606,0.02852735697132491,6.182516595048886,0.5762794374203696,-0.04770583490272263,0.02786798542639525,0.14581073781700377,0.03335723189312988,1.3724012911689466e-5,0.08520178435605617,0.03169928974818648,0.00731832475915594,0.30056108,0.34321631231316657,0.05237179273474669,0.9796501429677532,Immunology,dn nkt,-0.13271542074632808,0.00166114790286975,-0.13597121080894706,-0.1294596306837091,-3.2562462246716137,0.00116030393603727,0.05241975355378834,8.285004142502071e-4,0.19046484322660925,0.0033208116872657195,0.15669480346982637,0.0022217620831601432
dn cd25- t cells,Immunophenotyping,607,603,8.586055394090918,0.287064268952721,0.01534217933417074,0.02422810386483245,8.363865684409493,0.2872267936973029,-0.02933727505972693,0.02563621237471987,0.2221897093943569,0.03116176909395746,1.987723600187962e-12,0.04467945435978268,0.02937178846188669,0.12855124025555126,0.2658347,0.3515925489719507,0.1447845134973103,0.9240247388399522,Immunology,dn t,-0.27960380553188036,0.00166114790286975,-0.2828595955944993,-0.2763480154692614,-6.860233958096326,1.0953016271741944e-11,0.14580911613919184,8.285004142502071e-4,0.3205682850596727,0.003348285723993307,0.20776773146936206,0.0013910566433825205
dn cd25+ nkt cells,Immunophenotyping,607,603,2.4169637776781197,0.5301233628835406,-0.00184186095339717,0.05532565320886299,2.3812756528972843,0.5297934589323533,0.02383328307694924,0.05200251089212805,0.03568812460506541,0.05066357129910878,0.48134822843288527,-0.02567514402384679,0.04878018284174263,0.5987726413591521,0.4938287147,0.4797154693151686,0.00915887893458633,0.959547068824944,Immunology,dn nkt,0.02899005103945009,0.00166114790286975,0.02573426097683112,0.03224584110206905,0.7112869304817281,0.4770437683781598,0.00915913504518994,8.285004142502071e-4,-0.00460153112777994,0.003305830000316704,-0.01932978901864389,0.05824300790372082
dn cd25+ t cells,Immunophenotyping,607,603,4.6877057660054025,0.5079186156425877,0.07606159719926416,0.07092740355097196,4.6524523715249435,0.507762274018473,-0.03762203142085465,0.07006100936595525,0.03525339473324802,0.04546699607515132,0.43831917385645647,0.11368362859828024,0.04396391177421192,0.00986254696398705,0.417399635,0.46052394892568693,0.02835877899713843,0.9560776267531914,Immunology,dn t,-0.0983262592783889,0.00166114790286975,-0.10158204934100784,-0.09507046921576992,-2.4124891347277333,0.01599224639788832,0.02836638490325827,8.285004142502071e-4,-0.0559215502554076,0.003307113490273005,-0.10358838563536452,0.011008285104801245
dn cd44-cd62l- t cells,Immunophenotyping,554,553,6.019162739083396,0.2982194812771153,0.02647112960264615,0.03201307630518615,5.717845922042406,0.2980542554009412,0.00348741740731097,0.03318551485895522,0.30131681735018645,0.03611142181576003,2.8243876660281255e-16,0.02298371220940453,0.03349554114189988,0.49278855804728294,0.31547614,0.3797122172497924,0.15394803164286627,0.9258207998686138,Immunology,dn t,-0.1853322395413888,0.00181653192542484,-0.18889257669198867,-0.1817719023907889,-4.348399691648287,1.4979490954747376e-5,0.15518181338894715,9.057971014492754e-4,0.19587702142701122,0.0036307020486666206,0.2061570868070325,0.0040043411109537755
dn cd44-cd62l+ nkt cells,Immunophenotyping,681,680,1.956886923569732,0.48974115363686055,0.07285344726138034,0.05511025154472684,1.5825072348585385,0.4892091794001278,0.00186916316636339,0.05355247455158317,0.3743796888753147,0.05498229658998132,1.6342500533639456e-11,0.07098428410159553,0.05109628049083586,0.16505305436119028,0.56006807,0.5797488522509416,0.11299354045247896,0.9214060447679012,Immunology,dn nkt,-0.0345377557994548,0.0014760155640667,-0.03743069314564611,-0.0316448184532635,-0.8989771353282859,0.36882409076268585,0.11347814139150245,7.363770250368188e-4,0.14695883278042765,0.002946951218751053,0.2781110759910598,0.010603624529681374
dn cd44-cd62l+ t cells,Immunophenotyping,681,680,6.5751969880306405,0.2910096238249451,0.00824182641660817,0.02652263557733825,6.300247311001971,0.29087461271343173,-0.06416147314695635,0.02666704385416805,0.27494967704522755,0.03170812361084928,1.5615865853748425e-17,0.07240329956629393,0.02822962349307642,0.01045903437584574,0.29745681,0.3660911368080485,0.17660729197714992,0.9311667426407024,Immunology,dn t,-0.207614361410772,0.0014760155640667,-0.2105072987569633,-0.20472142406458071,-5.403957482292856,7.689229608587311e-8,0.17847857327437125,7.363770250368188e-4,0.25730570793794755,0.002963339656960187,0.24500386322666692,0.0028252087245933507
dn cd44+cd62l- nkt cells,Immunophenotyping,681,680,6.088001756484874,0.30515133420209845,0.02493934676956141,0.03146074115865839,5.901643595227921,0.30495296241420766,-0.06500607203194918,0.03147490981246507,0.186358161502421,0.03305216819275237,2.1963134073561916e-8,0.08994541879781164,0.03062870440711321,0.00338893892051933,0.31852323,0.3616276471130562,0.10449701997823292,0.9500927028340238,Immunology,dn nkt,-0.12692076464148125,0.0014760155640667,-0.12981370198767256,-0.12402782729528994,-3.303598128193249,9.793658614831724e-4,0.10487988775700478,7.363770250368188e-4,0.21199301729478154,0.0029555273175201784,0.1857735731638262,0.002271386121180069
dn cd44+cd62l- t cells,Immunophenotyping,681,680,6.903156486884159,0.5317351133712198,0.0029613999548731,0.03724728596946754,6.66434930761298,0.5316221842504395,-0.01140594278705317,0.03724509578342476,0.2388071793046421,0.030917636426317,2.5828467490112392e-14,0.01436734274032169,0.02821965677137784,0.6107693321601186,0.297730141,0.3429389680644712,0.08977915013639945,0.9722009244789416,Immunology,dn t,-0.14136607585408806,0.0014760155640667,-0.14425901320027937,-0.13847313850789675,-3.6795925781001486,2.4273805345131905e-4,0.09002153895830246,7.363770250368188e-4,0.20678861239877713,0.002954726616137396,0.17749694338678057,0.002162001219744957
dn cd44+cd62l+ nkt cells,Immunophenotyping,681,680,5.723638749757398,0.40820759657955275,0.02762206731410046,0.03007059557640417,5.705098001523679,0.40794835387822953,-0.05684510591396367,0.02771135493126772,0.01854074825499593,0.03506972774722775,0.5971354214767655,0.08446717322453065,0.03140017948334,0.00725594304461569,0.355833126,0.36796918112568133,0.03153539261742203,0.9572523071161592,Immunology,dn nkt,-0.03353840326654515,0.0014760155640667,-0.03643134061273645,-0.03064546592035384,-0.8729651650533565,0.3828362803698222,0.03154585264230677,7.363770250368188e-4,0.10382869946093476,0.0029429774863115096,0.08235910585121231,0.00183461693448612
dn nkt cells,Immunophenotyping,745,744,6.698062243944309,0.3070580003858719,0.02720693700923057,0.02561414234447917,6.579951047691505,0.30699981686934247,-0.05451668129969572,0.02507770452023314,0.11811119633504838,0.02921010934491868,5.608931262313404e-5,0.08172361830571515,0.02640584523556647,0.00201528746856315,0.29197269,0.3347295272456952,0.07661839709919227,0.949893259963882,Immunology,dn nkt,-0.13666346324922243,0.00134861828009792,-0.13930670650710672,-0.13402021999133815,-3.7214132631114496,2.054912326596714e-4,0.07676885373561285,6.729475100942127e-4,0.17950999833213854,0.0026971885318286854,0.1375256276268507,0.001568988569856099
dn t cells,Immunophenotyping,687,686,8.624306385250375,0.2266864510757883,0.0108639741483871,0.02249390303434569,8.409302219754702,0.22659127761811343,-0.02765954622622603,0.02268472910160023,0.21500416549902737,0.02800813602550878,3.6465763028246724e-14,0.03852352037598459,0.02501805976171175,0.1238950967628567,0.26436138,0.32623214977352966,0.15247238032538415,0.9192082761491984,Immunology,dn t,-0.210293283328894,0.00146305857371589,-0.2131608254406497,-0.20742574121713833,-5.497870993507931,4.578983481273725e-8,0.1536706906314909,7.2992700729927e-4,0.29289880421771913,0.0029445717236911257,0.19733703557000262,0.001326998674701233
follicular b cells,Immunophenotyping,381,377,12.198499010195407,0.24238593882856407,0.02755973648735277,0.02383005067312743,12.199860983945696,0.24307626348732017,-0.01969637992027493,0.02715452391097499,-0.0013619737801229,0.03527112031840176,0.969210440829493,0.04725611640969938,0.03020882758860322,0.11826225878965894,0.2117501,0.36359264428542326,0.0304712044794994,0.88990224392691,Immunology,follicular b cells,-0.5406414731464806,0.00265964971847324,-0.5458542908061802,-0.535428655486781,-10.483278811163071,0,0.03048064051675739,0.00132450331125827,-0.035351003225880924,0.005278016145944713,-0.017652421622883552,0.0013129383133184112
follicular b cells (cd21/35+),Immunophenotyping,452,454,12.009911438938396,0.3111353312954684,0.02403193326050756,0.01925322412483009,11.99993746641591,0.3114812089732374,-0.00266994332534295,0.02304029633552352,0.00997397250690067,0.02848945799301864,0.7263708149292227,0.02670187658226148,0.02788873634793584,0.33866460945600185,0.18345535307146135,0.3064409,0.01730029420721238,0.93293427514777,Immunology,follicular b cells,-0.5130486459236383,0.00222223319621331,-0.5174041429534657,-0.5086931488938109,-10.883378425696568,0,0.01730202051095423,0.00110741971207087,-0.0039027456567149506,0.004415040958200088,-0.002321945342329768,0.0015596696591115855
gd + b1,FACS,300,298,9.45809958117935,0.05250605748256045,0.03668732315344266,0.0271245287776551,9.19687531030518,0.05446673431382763,0.03770877567110704,0.03182675370557557,0.26122427051336383,0.04320496190171139,2.890347569493618e-9,-0.00102145278872588,0.04067982273917767,0.9799775065908588,0.2613835,0.31393929196266185,0.20180147342058696,0.8369350447426915,Immunology,B cells,-0.1832223655430912,0.00337841693773897,-0.18984394106581967,-0.1766007900203627,-3.1522587799843564,0.00170149853833168,0.2046097956133461,0.00168067226890756,0.4195917144090065,0.0068362430537285135,0.19705646473280858,0.0015097427206369
